sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
0,19,1,1,1,1,1,3,3,2,2,2,2,3,0,1,0,1,1,0,0,1,3,5,4,1,4,1,0,4.0,0.0,0
0,18,1,1,0,2,2,2,4,0,0,2,3,0,0,0,0,0,1,1,1,1,4,2,1,1,1,4,5,7.0,7.0,8
1,17,1,1,0,4,3,2,4,0,0,2,2,1,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,5.0,5.5,6
0,18,0,1,0,3,3,2,2,2,1,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,5.0,5.0,5
0,17,1,1,0,4,4,0,2,3,1,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,2,6.0,6.0,6
0,17,0,0,1,3,2,2,4,1,0,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,0,7.5,7.0,8
1,18,0,0,0,1,1,4,2,0,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,2,7.0,6.5,7
0,18,0,0,0,1,1,3,2,2,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,9.5,8.5,9
0,18,1,0,1,1,2,3,4,2,0,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,8.0,7.5,8
0,18,0,1,0,3,3,2,2,3,0,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,6,6.5,6.0,7
0,17,0,0,0,4,4,3,3,2,0,1,2,0,0,1,0,1,1,1,1,1,2,3,4,1,1,1,4,7.5,7.0,8
0,17,1,1,0,1,2,4,2,2,1,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,6.5,6.5,7
1,18,1,1,0,1,3,3,4,2,0,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,0,4.0,5.0,5
1,18,0,0,0,4,4,0,2,3,0,2,3,0,0,0,0,0,1,1,1,1,4,2,2,2,2,5,0,7.5,8.0,8
0,17,1,1,0,1,1,4,2,1,0,3,1,1,0,1,0,0,1,1,1,1,5,2,1,1,2,1,0,4.0,4.0,5
0,18,0,1,0,2,3,3,2,2,1,2,1,0,0,1,0,0,1,1,1,1,5,2,3,1,2,4,0,5.0,5.0,5
0,18,1,1,0,4,4,4,0,3,1,3,2,0,0,1,0,0,0,1,1,1,3,2,2,4,2,5,0,3.5,2.5,0
1,18,1,0,0,1,2,3,2,3,1,3,1,0,0,1,0,1,1,0,1,1,4,3,3,2,3,3,3,4.5,5.0,5
0,17,0,1,0,2,2,4,3,0,0,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,5.0,5.5,6
0,17,1,1,0,1,2,4,4,2,0,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,4,3.5,4.0,5
0,18,1,0,0,4,4,4,4,1,0,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,7.5,8.5,9
0,18,1,1,0,1,1,4,4,0,0,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,4,5.0,5.5,6
0,19,1,1,0,1,1,3,4,2,2,2,2,1,0,1,0,0,1,1,1,1,4,3,3,1,1,3,4,3.5,4.0,5
0,18,1,0,0,4,4,0,2,2,0,1,2,0,0,0,0,1,1,1,1,0,5,4,3,3,4,2,1,6.5,7.0,7
0,18,0,1,0,3,3,4,4,0,0,1,2,0,0,0,0,0,1,1,1,1,4,1,3,1,2,1,1,8.0,8.0,8
0,17,1,1,0,3,1,3,4,1,0,1,2,0,0,1,0,1,0,1,1,0,4,5,4,2,3,1,10,4.0,4.5,5
1,18,0,1,0,4,4,0,0,0,1,1,2,0,0,0,0,1,0,1,1,0,3,2,4,1,4,2,4,8.5,9.0,10
1,18,1,1,0,2,1,4,4,3,0,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,0,3.5,3.5,0
1,17,0,1,0,2,3,4,2,0,1,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,4,7.0,7.5,8
1,19,1,1,0,1,1,4,2,3,0,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,2.5,4.0,0
1,18,1,1,0,4,2,4,4,0,1,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,0,3.5,3.5,0
0,18,1,1,0,2,2,3,4,3,0,2,3,0,0,0,0,0,1,1,0,0,5,3,3,1,3,4,0,7.0,8.5,8
0,17,0,1,0,4,3,0,4,3,0,2,2,0,0,0,0,0,1,1,1,0,5,5,4,1,1,1,0,3.0,4.5,6
0,18,1,1,0,4,4,0,3,1,0,3,1,0,0,1,0,1,1,1,1,1,4,4,3,2,2,5,4,3.5,4.5,5
0,19,1,1,0,2,3,2,4,2,0,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,4,5.0,5.5,5
0,18,0,0,0,3,1,0,2,2,0,1,2,0,0,1,0,0,1,1,1,0,4,3,4,1,1,1,4,7.5,7.5,8
0,18,0,1,0,1,1,4,4,2,0,2,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1,5,6,5.5,6.0,5
1,17,0,0,0,3,1,2,2,2,0,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,6,5.0,5.0,5
1,18,1,0,0,3,2,2,4,2,0,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,4,5.0,5.5,6
